4.8339,3.6309,8.4648
2.4228,1.5653,3.9881
2.6429,1.1763,3.8192
3.8192,0.0000,3.8192
2.1086,0.9541,3.0627
2.2201,1.1408,3.3609
6.3664,0.9450,7.3114
6.3696,0.5953,6.9649
3.1934,28.8690,32.0624
39.2899,0.0000,39.2899
2.3120,0.7330,3.0450
4.3467,0.7217,5.0684
4.2993,0.7022,5.0015
5.9850,0.7991,6.7841
1.7755,0.5172,2.2926
3.3837,0.3283,3.7120
